nombre,nivel,turno,sostenimiento,domicilio,ubicacion,colonia,alcaldia,latitud,longitud
JARDIN DE NIÑOS DINOS,Preescolar,MATUTINO,Particular,OASIS NO. 35,"OASIS NO. 35, CLAVERIA, AZCAPOTZALCO",CLAVERIA,AZCAPOTZALCO,19.4662294,-99.1840432
ESCUELA HERMINIO ALMENDROS,Preescolar,MATUTINO,Particular,CHIMALCOYOTL NO. 99,"CHIMALCOYOTL NO. 99, TORIELLO GUERRA, TLALPAN",TORIELLO GUERRA,TLALPAN,19.2953884,-99.1634832
AMANECER,Preescolar,MATUTINO,Particular,CALLE 321 NO. 634,"CALLE 321 NO. 634, NUEVA ATZACOALCO, GUSTAVO A. MADERO",NUEVA ATZACOALCO II,GUSTAVO A. MADERO,19.4994643,-99.0840437
COLEGIO SANTA TERESA,Preescolar,MATUTINO,Particular,TOLUCA NO. 44,"TOLUCA NO. 44, SANTA TERESA, LA MAGDALENA CONTRERAS",SANTA TERESA,LA MAGDALENA CONTRERAS,19.3087606,-99.2294797
CENTRO INFANTIL FELIPE NERI,Preescolar,MATUTINO,Particular,OTOMIES NO. 189,"OTOMIES NO. 189, AJUSCO, COYOACAN",AJUSCO III,COYOACAN,19.3149935,-99.1599388
CENTRO EDUCATIVO MONTREAL,Preescolar,MATUTINO,Particular,UXMAL NO. 266,"UXMAL NO. 266, NARVARTE, BENITO JUAREZ",NARVARTE IV,BENITO JUAREZ,19.3917932,-99.1547
RO.MA.L.I.,Preescolar,MATUTINO,Particular,TORRENTE NO. 110,"TORRENTE NO. 110, ALPES, ALVARO OBREGON",ALPES (AMPL),ALVARO OBREGON,19.3555313,-99.2092681
EL MUNDO DE LOS NIÑOS,Preescolar,MATUTINO,Particular,CALLE 5 NO. 122,"CALLE 5 NO. 122, ZARAGOZA, VENUSTIANO CARRANZA",PANTITLAN V,IZTACALCO,19.4059611,-99.0615199
NENET CALLI MONTESSORI,Preescolar,MATUTINO,Particular,TLACOQUEMECATL NO. 69,"TLACOQUEMECATL NO. 69, DEL VALLE, BENITO JUAREZ",TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,19.3783377,-99.1748893
JARDÍN DE NIÑOS BERACA,Preescolar,MATUTINO,Particular,NORTE 25-A NO. 53,"NORTE 25-A NO. 53, NUEVA VALLEJO, GUSTAVO A. MADERO",NUEVA VALLEJO,GUSTAVO A. MADERO,19.4931753,-99.149719
KINDER MIRAVALLE,Preescolar,MATUTINO,Particular,LATACUNGA NO. 786,"LATACUNGA NO. 786, LINDAVISTA, GUSTAVO A. MADERO",LINDAVISTA II,GUSTAVO A. MADERO,19.4915585,-99.127563
COLEGIO WILLIAM JONES,Preescolar,MATUTINO,Particular,TACTUANI NO. 2,"TACTUANI NO. 2, RICARDO FLORES MAGON, IZTAPALAPA",RICARDO FLORES MAGON,IZTAPALAPA,19.3548383,-99.0978177
COLEGIO LIBERTADOR SIMON BOLIVAR,Preescolar,MATUTINO,Particular,TINTORERA NO. 39,"TINTORERA NO. 39, DEL MAR, TLAHUAC",DEL MAR SUR,TLAHUAC,19.2872468,-99.0664629
COLEGIO PEDAGÓGICO LOS ANGELES,Preescolar,MATUTINO,Particular,HERMENEGILDO GALENA NO. 9,"HERMENEGILDO GALENA NO. 9, SAN FRANCISCO TLALTENCO, TLAHUAC",SAN FRANCISCO TLALTENCO (PBLO),TLAHUAC,19.2937409,-99.0182164
COLEGIO DE EDUCACIÓN Y DESARROLLO INFANTIL ZACATENCO,Preescolar,MATUTINO,Particular,SALAVERRY NO.1073,"SALAVERRY NO.1073, RESIDENCIAL ZACATENCO, GUSTAVO A. MADERO",RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,19.5029814,-99.1263866
COLEGIO BILINGÜE WINDSOR,Preescolar,MATUTINO,Particular,AV. SANTA ANA NO. 368,"AV. SANTA ANA NO. 368, SAN FRANCISCO CULHUACAN, COYOACAN",EX EJIDO SAN FRANCISCO CULHUACAN III,COYOACAN,19.3293522,-99.1223339
JARDÍN DE NIÑOS ANGELES,Preescolar,MATUTINO,Particular,PIZAGUA NO. 1237 MZ. 9 LT. 263,"PIZAGUA NO. 1237 MZ. 9 LT. 263, SAN PEDRO ZACATENCO, GUSTAVO A. MADERO",SAN PEDRO ZACATENCO (PBLO),GUSTAVO A. MADERO,19.5069515,-99.1214045
CENTRO DE MOVIMIENTO Y APRENDIZAJE MALU,Preescolar,MATUTINO,Particular,LA ESCOLLERA NO. 15 MZA. 16 LT. 38,"LA ESCOLLERA NO. 15 MZA. 16 LT. 38, ACUEDUCTO DE GUADALUPE, GUSTAVO A. MADERO",ACUEDUCTO DE GUADALUPE (RDCIAL),GUSTAVO A. MADERO,19.5227237,-99.1497171
ERASMO CASTELLANOS QUINTO,Preescolar,MATUTINO,Particular,CDA. TREBOL NO. 2,"CDA. TREBOL NO. 2, CITLALI, IZTAPALAPA",CITLALLI,IZTAPALAPA,19.3416472,-99.0235342
INSTITUTO EDUCATIVO OLINCA,Preescolar,MATUTINO,Particular,PERIFERICO SUR NO. 5180,"PERIFERICO SUR NO. 5180, PEDREGAL DE CARRASCO, COYOACAN",VILLA PANAMERICANA 1ERA. SECCIN (U HAB),COYOACAN,19.3033879,-99.1760169
COLEGIO VON GLÜMER,Preescolar,MATUTINO,Particular,JOSE MARIA CASTORENA NO. 412,"JOSE MARIA CASTORENA NO. 412, CUAJIMALPA, CUAJIMALPA DE MORELOS",SAN JOSE DE LOS CEDROS II,CUAJIMALPA DE MORELOS,19.3616179,-99.2895458
COLEGIO CELESTIN FREINET,Preescolar,MATUTINO,Particular,GUADALUPE I. RAMIREZ NO.111,"GUADALUPE I. RAMIREZ NO.111, SAN LUCAS XOCHIMANCA, XOCHIMILCO",SAN MARCOS (BARR),XOCHIMILCO,19.2647791,-99.1091017
MONINA,Preescolar,MATUTINO,Particular,LATINOS NO. 172,"LATINOS NO. 172, MODERNA, BENITO JUAREZ",MODERNA,BENITO JUAREZ,19.3928197,-99.1333505
LICEO PREESCOLAR MEXICANO,Preescolar,MATUTINO,Particular,PRESA VALSEQUILLO NO. 47 MZA. 5 LT. 239,"PRESA VALSEQUILLO NO. 47 MZA. 5 LT. 239, IRRIGACION, MIGUEL HIDALGO",IRRIGACION,MIGUEL HIDALGO,19.4439686,-99.2135091
CENTRO EDUCATIVO TOMAS MORO,Preescolar,MATUTINO,Particular,MAGUEY NO. 64,"MAGUEY NO. 64, SAN JOSE DE LOS CEDROS, CUAJIMALPA DE MORELOS",SAN JOSE DE LOS CEDROS II,CUAJIMALPA DE MORELOS,19.3626419,-99.2909804
COLEGIO FRANCES NUEVA SANTA MARIA,Preescolar,MATUTINO,Particular,BEGONIAS NO. 103,"BEGONIAS NO. 103, NUEVA SANTA MARIA, AZCAPOTZALCO",NUEVA SANTA MARIA,AZCAPOTZALCO,19.4632314,-99.1655514
LA CASA DEL COLIBRI,Preescolar,MATUTINO,Particular,GOB. MANUEL REYES VERAMENDI NO. 37 Y 39,"GOB. MANUEL REYES VERAMENDI NO. 37 Y 39, SAN MIGUEL CHAPULTEPEC, MIGUEL HIDALGO",SAN MIGUEL CHAPULTEPEC II,MIGUEL HIDALGO,19.4056776,-99.1869799
EL MUNDO DE LOS NIÑOS,Preescolar,MATUTINO,Particular,CENTENARIO NO. 55 BIS,"CENTENARIO NO. 55 BIS, MERCED GOMEZ, ALVARO OBREGON",MERCED GOMEZ,ALVARO OBREGON,19.365962,-99.194836
INSTITUTO PREESCOLAR NIÑO AZTECA,Preescolar,MATUTINO,Particular,CALLE 16 A NO. 34,"CALLE 16 A NO. 34, SANTA ROSA, GUSTAVO A. MADERO",SANTA ROSA,GUSTAVO A. MADERO,19.5221149,-99.1668782
DANIELI,Preescolar,MATUTINO,Particular,CALZ. IGNACIO ZARAGOZA MZ. 122 LT. 16,"CALZ. IGNACIO ZARAGOZA MZ. 122 LT. 16, SANTA MARTHA ACATITLA AMPLIACION, IZTAPALAPA",SANTA MARTHA ACATITLA_(PBLO),IZTAPALAPA,19.3647194,-99.0062358
WEST MIDLANDS COLLEGE,Preescolar,MATUTINO,Particular,NORTE 81  NO.  231,"NORTE 81  NO.  231, CLAVERIA, AZCAPOTZALCO",CLAVERIA,AZCAPOTZALCO,19.4679025,-99.1783834
KINDER BRISOL,Preescolar,MATUTINO,Particular,ISABEL LA CATOLICA NO. 799,"ISABEL LA CATOLICA NO. 799, ALAMOS, BENITO JUAREZ",ALAMOS II,BENITO JUAREZ,19.393599,-99.1418751
COLEGIO MONTEVERDE,Preescolar,MATUTINO,Particular,AV. SANTA LUCIA NO. 260,"AV. SANTA LUCIA NO. 260, CLUB DE GOLF PRADOS DE LA MONTAÑA, CUAJIMALPA DE MORELOS",CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3564739,-99.2662522
YOLLOITTA,Preescolar,MATUTINO,Particular,"RETORNO 1 DE SUR 12 """"C"""" NO. 46","RETORNO 1 DE SUR 12 """"C"""" NO. 46, AGRICOLA ORIENTAL, IZTACALCO",AGRICOLA ORIENTAL VI,IZTACALCO,19.3940628,-99.0648731
COLEGIO BENEMERITO DE LAS AMERICAS,Preescolar,MATUTINO,Particular,PLAYA COPACABANA MZ. 30 LT. 3,"PLAYA COPACABANA MZ. 30 LT. 3, LA POLVORILLA, IZTAPALAPA",LA POLVORILLA,IZTAPALAPA,19.3217092,-99.0486605
MONTESSORI BABYS HOUSE,Preescolar,MATUTINO,Particular,GUANABANA NO.  331,"GUANABANA NO.  331, NUEVA SANTA MARIA, AZCAPOTZALCO",HOGAR Y SEGURIDAD/NUEVA SANTA MARIA,AZCAPOTZALCO,19.4706161,-99.1676197
INSTITUTO AMADEUS,Preescolar,MATUTINO,Particular,BECAL MZA. 47 LT. 4,"BECAL MZA. 47 LT. 4, HEROES DE PADIERNA, TLALPAN",HEROES DE PADIERNA I,TLALPAN,19.2814839,-99.2247518
COLEGIO MARK TWAIN,Preescolar,MATUTINO,Particular,OCASO MZ. 9 LT. 11,"OCASO MZ. 9 LT. 11, VALLE DE LUCES, IZTAPALAPA",LOS PICOS VI B,IZTAPALAPA,19.3798546,-99.1049144
CENTRO DE DESARROLLO INFANTIL MUNDO MAGICO,Preescolar,MATUTINO,Particular,PROLONGACION CANAL DE MIRAMONTES NO. 102,"PROLONGACION CANAL DE MIRAMONTES NO. 102, SAN BARTOLO EL CHICO, TLALPAN",SAN BARTOLO EL CHICO,TLALPAN,19.2854426,-99.1321139
KINDERGYM,Preescolar,MATUTINO,Particular,SAN FRANCISCO NO. 728 Y 730,"SAN FRANCISCO NO. 728 Y 730, DEL VALLE, BENITO JUAREZ",DEL VALLE VII,BENITO JUAREZ,19.3722184,-99.1755862
BABY KINGDOM DEL VALLE,Preescolar,MATUTINO,Particular,PITAGORAS NO. 541,"PITAGORAS NO. 541, NARVARTE, BENITO JUAREZ",NARVARTE III,BENITO JUAREZ,19.3926472,-99.1580045
KINDER MONTESSORI YAMILETH,Preescolar,MATUTINO,Particular,1ER. RETORNO DE MARIQUITA SANCHEZ NO. 23,"1ER. RETORNO DE MARIQUITA SANCHEZ NO. 23, UNIDAD OBRERO HABITACIONAL CTM CULHUACAN VIII A, COYOACAN",CTM VII CULHUACAN (U HAB),COYOACAN,19.3259904,-99.1105792
INSTITUTO PEDAGOGICO GISELLE,Preescolar,MATUTINO,Particular,AV. TLAHUAC NO. 6121,"AV. TLAHUAC NO. 6121, MIGUEL HIDALGO, TLAHUAC",MIGUEL HIDALGO,TLAHUAC,19.2995254,-99.0440821
COLEGIO AMERICANO MONARCA,Preescolar,MATUTINO,Particular,RAMON FABIE NO. 221,"RAMON FABIE NO. 221, ASTURIAS, CUAUHTEMOC",ASTURIAS,CUAUHTEMOC,19.4042156,-99.1329545
CENTRO DE EDUCACIÓN INFANTIL PIPIOLO,Preescolar,MATUTINO,Particular,J. GARCIA IZCAZBALCETA NO. 25,"J. GARCIA IZCAZBALCETA NO. 25, SAN RAFAEL, CUAUHTEMOC",SAN RAFAEL II,CUAUHTEMOC,19.4410184,-99.1609885
CENTRO EDUCATIVO YOSEDARI,Preescolar,MATUTINO,Particular,CALZ. TENORIOS NO. 300,"CALZ. TENORIOS NO. 300, RESIDENCIAL EX-HACIENDA COAPA, TLALPAN",GRANJAS COAPA,TLALPAN,19.2924129,-99.1167479
COLEGIO WILLIAM JAMES / YOLLIHUE,Preescolar,MATUTINO,Particular,CANDELARIA NO. 152,"CANDELARIA NO. 152, ATLANTIDA, COYOACAN",ATLANTIDA,COYOACAN,19.3399758,-99.145318
JIREH,Preescolar,MATUTINO,Particular,ARROLLO DE AHUEHUETES NO.45,"ARROLLO DE AHUEHUETES NO.45, LA ESCALERA, GUSTAVO A. MADERO",RESIDENCIAL LA ESCALERA (FRACC),GUSTAVO A. MADERO,19.5110842,-99.138906
CENTRO EDUCATIVO MARCELINO CHAMPAGNAT,Preescolar,MATUTINO,Particular,EDUARDO GARAY NO. 25,"EDUARDO GARAY NO. 25, MIGUEL HIDALGO, TLALPAN",MIGUEL HIDALGO,TLALPAN,19.2858592,-99.1905749
JARDIN DE NIÑOS PIOLIN Y SILVESTRE,Preescolar,MATUTINO,Particular,NORTE 70 NO.6227,"NORTE 70 NO.6227, GERTRUDIS SANCHEZ, GUSTAVO A. MADERO",GERTRUDIS SANCHEZ 1A SECCION,GUSTAVO A. MADERO,19.4710692,-99.1050546
SHARON CHRISTA MC. AULIFFE,Preescolar,MATUTINO,Particular,CERRO NEGRO MZ.17 LT.16,"CERRO NEGRO MZ.17 LT.16, CRUZ DEL FAROL, TLALPAN",CRUZ DEL FAROL,TLALPAN,19.2699211,-99.2130476
MI PEQUEÑO MUNDO,Preescolar,MATUTINO,Particular,SUR 121 NO. 248,"SUR 121 NO. 248, IZTACALCO, IZTACALCO",INPI PICOS,IZTACALCO,19.3883352,-99.1051439
COLEGIO INGLES ELIZABETH BRASH,Preescolar,MATUTINO,Particular,PLAZA JUAREZ NO. 5,"PLAZA JUAREZ NO. 5, SAN ANDRES MIXQUIC, TLAHUAC",SAN ANDRES MIXQUIC (PBLO),TLAHUAC,19.2245881,-98.9651398
KINDER MARGARITA MORENO,Preescolar,MATUTINO,Particular,ÁLVARO OBREGON 2  (ANTES 20),"ÁLVARO OBREGON 2  (ANTES 20), LA MALINCHE, LA MAGDALENA CONTRERAS",LAS AGUILAS (AMPL),ALVARO OBREGON,19.3540015,-99.2138107
BABY BEE,Preescolar,TIEMPO COMPLETO,Particular,AV. CAMPOS ELISEOS NO. 136,"AV. CAMPOS ELISEOS NO. 136, BOSQUES DE CHAPULTEPEC, MIGUEL HIDALGO",CHAPULTEPEC POLANCO (POLANCO),MIGUEL HIDALGO,19.427148,-99.1979599
CENTRO ESCOLAR YAOCALLI,Preescolar,MATUTINO,Particular,CERRADA DE LEON NO. 54,"CERRADA DE LEON NO. 54, MIGUEL HIDALGO, TLALPAN",MIGUEL HIDALGO,TLALPAN,19.2905985,-99.1847215
WAYNE SKINNER,Preescolar,MATUTINO,Particular,ORIENTE 176 NO. 203,"ORIENTE 176 NO. 203, MOCTEZUMA 2A SECCION, VENUSTIANO CARRANZA",MOCTEZUMA 2A SECCION IV,VENUSTIANO CARRANZA,19.4279077,-99.0950189
CENTRO DE DESARROLLO INFANTIL PRINCESS,Preescolar,MATUTINO,Particular,SUR 155 NO. 1919,"SUR 155 NO. 1919, GABRIEL RAMOS MILLAN, IZTACALCO",RAMOS MILLAN BRAMADERO I,IZTACALCO,19.3906035,-99.0960242
ESCUELA CRISTOBAL COLON,Preescolar,MATUTINO,Particular,CALZADA DE LOS MISTERIOS NO. 25,"CALZADA DE LOS MISTERIOS NO. 25, GUSTAVO A. MADERO, GUSTAVO A. MADERO",VILLA GUSTAVO A MADERO,GUSTAVO A. MADERO,19.4869261,-99.1178449
CENTRO EDUCATIVO INTERKIDS,Preescolar,MATUTINO,Particular,AV. ACOXPA NO. 926,"AV. ACOXPA NO. 926, NARCISO MENDOZA, TLALPAN",VILLA COAPA (RDCIAL),TLALPAN,19.2898208,-99.1173172
COLEGIO ALGARI,Preescolar,MATUTINO,Particular,AGUSTIN DIAZ NO. 20,"AGUSTIN DIAZ NO. 20, MIGUEL HIDALGO, TLALPAN",MIGUEL HIDALGO,TLALPAN,19.2846917,-99.1891237
CENTRO EDUCATIVO ANDRES HENESTROSA,Preescolar,MATUTINO,Particular,AV. MEXICO NO. 934,"AV. MEXICO NO. 934, HEROES DE PADIERNA, LA MAGDALENA CONTRERAS",HEROES DE PADIERNA,LA MAGDALENA CONTRERAS,19.314338,-99.2235516
INSTITUTO MEXICANO REGINA,Preescolar,MATUTINO,Particular,RIVERA DE CUPIA NO.70,"RIVERA DE CUPIA NO.70, REAL DE LAS LOMAS, MIGUEL HIDALGO",LOMAS DE REFORMA,MIGUEL HIDALGO,19.3984409,-99.2389526
BÚSTER,Preescolar,MATUTINO,Particular,VILLA FRUELA MZ. 54 A/G SEC E LT. 1,"VILLA FRUELA MZ. 54 A/G SEC E LT. 1, DESARROLLO URBANO QUETZALCOATL, IZTAPALAPA",DESARROLLO URBANO QUETZALCOATL  II,IZTAPALAPA,19.3259326,-99.0377718
CENTRO AZCAPOTZALCO DE DESARROLLO INTEGRAL,Preescolar,MATUTINO,Particular,AV. AZCAPOTZALCO NO. 486,"AV. AZCAPOTZALCO NO. 486, NEXTENGO, AZCAPOTZALCO",NEXTENGO (BARR),AZCAPOTZALCO,19.476354099999998,-99.1872132
CENTRO EDUCATIVO EDUCA MATES,Preescolar,MATUTINO,Particular,CAMINO ANT. A SAN PEDRO MARTIR NO. 315,"CAMINO ANT. A SAN PEDRO MARTIR NO. 315, SAN PEDRO MARTIR, TLALPAN",NA,NA,NA,NA
COLEGIO ALEJANDRO TASSONI,Preescolar,MATUTINO,Particular,JORGE ENCISO NO. 1557,"JORGE ENCISO NO. 1557, HEROES DE CHURUBUSCO, IZTAPALAPA",HEROES DE CHURUBUSCO,IZTAPALAPA,19.359319,-99.1170505
JARDIN DE NIÑOS SOLEIL,Preescolar,MATUTINO,Particular,NORTE 15 NO. 5226,"NORTE 15 NO. 5226, NUEVA VALLEJO, GUSTAVO A. MADERO",NUEVA VALLEJO,GUSTAVO A. MADERO,19.4853794,-99.1459341
COLEGIO AMAUTA,Preescolar,MATUTINO,Particular,"CALLE AREQUIPA NO. 112 Y MONTEVIDEO NO.132, ESQ. BOGOTA","CALLE AREQUIPA NO. 112 Y MONTEVIDEO NO.132, ESQ. BOGOTA, LINDAVISTA, GUSTAVO A. MADERO",NA,NA,NA,NA
IL MIO MONDO MONTESSORI,Preescolar,MATUTINO,Particular,"MARIANO ESCOBEDO NO. 113, 115, Y 117","MARIANO ESCOBEDO NO. 113, 115, Y 117, ANAHUAC I, MIGUEL HIDALGO",ANAHUAC LOS MANZANOS,MIGUEL HIDALGO,19.4479903,-99.1824646
PROFRA. GUILLERMINA LUTTEROTH,Preescolar,MATUTINO,Particular,2A. CERRADA DE MIXTECAS NO. 4,"2A. CERRADA DE MIXTECAS NO. 4, TLACUITLAPA, ALVARO OBREGON",TLACUITLAPA,ALVARO OBREGON,19.3520409,-99.2380189
COLEGIO ATID,Preescolar,MATUTINO,Particular,AV. CARLOS ECHANOVE NO. 224,"AV. CARLOS ECHANOVE NO. 224, LOMAS DE VISTA HERMOSA, CUAJIMALPA DE MORELOS",LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.3703129,-99.2779191
AMERICAS UNIDAS,Preescolar,MATUTINO,Particular,CHIHUAHUA NO. 23,"CHIHUAHUA NO. 23, ROMA SUR, CUAUHTEMOC",ROMA NORTE III,CUAUHTEMOC,19.4185602,-99.1553665
JARDIN DE NIÑOS FRANCISCO LARROYO,Preescolar,MATUTINO,Particular,AV. TLAHUAC NO. 7367,"AV. TLAHUAC NO. 7367, SANTA CECILIA, TLAHUAC",SANTA CECILIA,TLAHUAC,19.2792275,-99.0083257
ERNESTO RUTHERFORD,Preescolar,MATUTINO,Particular,JUSTINA NO. 89,"JUSTINA NO. 89, SAN LORENZO XICOTENCATL, IZTAPALAPA",SAN LORENZO XICOTENCATL (PBLO),IZTAPALAPA,19.3846403,-99.0273694
INSTITUTO NACE,Preescolar,MATUTINO,Particular,ÚRSULO GALVÁN NO. 90,"ÚRSULO GALVÁN NO. 90, SANTA CRUZ MEYEHUALCO, IZTAPALAPA",SANTA CRUZ MEYEHUALCO (PBLO),IZTAPALAPA,19.3384865,-99.0463764
ESHDEI ESCUELA HUMANISTA DE EDUCACIÓN INTEGRAL,Preescolar,MATUTINO,Particular,EMILIANO ZAPATA NO. 63,"EMILIANO ZAPATA NO. 63, SAN JERONIMO ACULCO, LA MAGDALENA CONTRERAS",SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.3208696,-99.2245995
COLEGIO LIBERTAD,Preescolar,MATUTINO,Particular,PALMAS NO. 13,"PALMAS NO. 13, SANTA MARIA AZTAHUACAN, IZTAPALAPA",STA MA AZTAHUACAN (PBLO),IZTAPALAPA,19.3491626,-99.0226842
ANNA SANDER S,Preescolar,MATUTINO,Particular,CALLE 57 NO. 107,"CALLE 57 NO. 107, UNIDAD SANTA CRUZ MEYEHUALCO, IZTAPALAPA",SANTA CRUZ MEYEHUALCO (U HAB) II,IZTAPALAPA,19.3482194,-99.0449718
GOTITAS DE AMOR,Preescolar,MATUTINO,Particular,MIGUEL ALEMAN MZ. 63 LT. 15,"MIGUEL ALEMAN MZ. 63 LT. 15, PRESIDENTES DE MEXICO, IZTAPALAPA",PRESIDENTES DE MEXICO,IZTAPALAPA,19.3302614,-99.059713
TIYOLI,Preescolar,MATUTINO,Particular,CARRETERA MEXICO TOLUCA NO. 5668,"CARRETERA MEXICO TOLUCA NO. 5668, LOCAXCO, CUAJIMALPA DE MORELOS",LOMAS DE MEMETLA,CUAJIMALPA DE MORELOS,19.3557551,-99.2916101
ESCUELA LEONESA,Preescolar,MATUTINO,Particular,MOCTEZUMA NO. 25,"MOCTEZUMA NO. 25, SANTA LUCIA, ALVARO OBREGON",SANTA LUCIA,ALVARO OBREGON,19.3601479,-99.2501943
ROSITA,Preescolar,MATUTINO,Particular,CALLE 15 NO. 16,"CALLE 15 NO. 16, SANTA CRUZ MEYEHUALCO, IZTAPALAPA",SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA,19.3443341,-99.0355675
INFANCIA FELIZ,Preescolar,MATUTINO,Particular,AV. HIDALGO NO. 651,"AV. HIDALGO NO. 651, SAN MIGUEL AMPLIACION, IZTAPALAPA",SAN MIGUEL (BARR),IZTAPALAPA,19.3523693,-99.0704214
ANNA FREUD,Preescolar,MATUTINO,Particular,IGNACIO L. VALLARTA NO. 184,"IGNACIO L. VALLARTA NO. 184, JACARANDAS, IZTAPALAPA",JACARANDAS,IZTAPALAPA,19.3500722,-99.0513455
JARDIN DE NIÑOS TOWI,Preescolar,MATUTINO,Particular,PRIVADA AJUSCO (ZACAPULAS) NO.18,"PRIVADA AJUSCO (ZACAPULAS) NO.18, SANTA URSULA XITLA, TLALPAN",NA,NA,NA,NA
MONTE ALBAN,Preescolar,MATUTINO,Particular,AVENIDA 4 MZ. 8 LT. 8,"AVENIDA 4 MZ. 8 LT. 8, RENOVACION, IZTAPALAPA",RENOVACION,IZTAPALAPA,19.3698884,-99.0490349
INSTITUTO PEDAGOGICO IBEROAMERICANO,Preescolar,MATUTINO,Particular,CAMPESINOS NO. 134,"CAMPESINOS NO. 134, GRANJAS ESMERALDA, IZTAPALAPA",GRANJAS ESMERALDA,IZTAPALAPA,19.3537417,-99.1181302
COLEGIO LUZ BRINGAS PREESCOLAR,Preescolar,MATUTINO,Particular,ESTRELLA NO. 1,"ESTRELLA NO. 1, SAN JUAN XALPA, IZTAPALAPA",SAN JUAN XALPA II,IZTAPALAPA,19.336373,-99.0798867
CERVANTES,Preescolar,MATUTINO,Particular,AV. TLAHUAC NO. 3431,"AV. TLAHUAC NO. 3431, CULHUACAN, IZTAPALAPA",LOS REYES (PBLO),IZTAPALAPA,19.3434145,-99.1081134
CASTILLO DEL SABER,Preescolar,MATUTINO,Particular,AV. 4 PTE. MZ. 51 LT. 15 Y 16,"AV. 4 PTE. MZ. 51 LT. 15 Y 16, RENOVACION, IZTAPALAPA",RENOVACION,IZTAPALAPA,19.3675925,-99.0509832
ENRIQUE REBSAMEN,Preescolar,MATUTINO,Particular,JOSE J. REYNOSO NO. 135,"JOSE J. REYNOSO NO. 135, CONSTITUCION 1917, IZTAPALAPA",CONSTITUCION DE 1917 I,IZTAPALAPA,19.3496782,-99.0609132
COLEGIO WATSON Y CRICK,Preescolar,MATUTINO,Particular,SUR 25 NO. 551,"SUR 25 NO. 551, LEYES DE REFORMA, IZTAPALAPA",LEYES DE REFORMA 2A SECCION,IZTAPALAPA,19.3707551,-99.0674471
MONARCA,Preescolar,MATUTINO,Particular,EUGENIO GIRON MZ. 34 LT. 4,"EUGENIO GIRON MZ. 34 LT. 4, PARAJE SAN JUAN, IZTAPALAPA",LOS ANGELES APANOAYA,IZTAPALAPA,19.3391863,-99.064503
UN NUEVO AMANECER,Preescolar,MATUTINO,Particular,MIGUEL HIDALGO NO. 132,"MIGUEL HIDALGO NO. 132, SANTA CRUZ MEYEHUALCO, IZTAPALAPA",SANTA CRUZ MEYEHUALCO (PBLO),IZTAPALAPA,19.3387286,-99.0416932
CENTRO DE DESARROLLO DE LA TEMPRANA ENSEÑANZA,Preescolar,MATUTINO,Particular,5 DE MAYO MZ. 13 LT. 8-D,"5 DE MAYO MZ. 13 LT. 8-D, LOS ANGELES APANOAYA, IZTAPALAPA",LOS ANGELES APANOAYA,IZTAPALAPA,19.3398626,-99.0610865
MADHUVANI,Preescolar,MATUTINO,Particular,AQUITANIA NO. 29,"AQUITANIA NO. 29, LOMAS ESTRELLA 2A SECCION, IZTAPALAPA",LOMAS ESTRELLA 2A SECC II,IZTAPALAPA,19.3140591,-99.0897099
BIK'IT,Preescolar,MATUTINO,Particular,AV. RIO SOTO LA MARINA NO. 60,"AV. RIO SOTO LA MARINA NO. 60, PASEOS DE CHURUBUSCO, IZTAPALAPA",PASEOS DE CHURUBUSCO,IZTAPALAPA,19.3862053,-99.0868028
VALLARTA,Preescolar,MATUTINO,Particular,CDA. ENCINO NO. 15,"CDA. ENCINO NO. 15, SAN JUAN XALPA, IZTAPALAPA",SAN JUAN XALPA I,IZTAPALAPA,19.3342713,-99.083374
NEW CENTURY SCHOOL,Preescolar,MATUTINO,Particular,16 DE SEPTIEMBRE NO. 13,"16 DE SEPTIEMBRE NO. 13, CULHUACAN, IZTAPALAPA",CULHUACAN (PBLO),IZTAPALAPA,19.3378171,-99.1076052
CHARLES DICKENS,Preescolar,MATUTINO,Particular,TRINIDAD GUERRERO MZ. 32 LT. 19,"TRINIDAD GUERRERO MZ. 32 LT. 19, PARAJE SAN JUAN, IZTAPALAPA",PARAJE SAN JUAN,IZTAPALAPA,19.3428743,-99.0717174
MUNDO DEL PEQUE,Preescolar,MATUTINO,Particular,VILLA ELOISA MZ. 1 LT. 16,"VILLA ELOISA MZ. 1 LT. 16, DESARROLLO URBANO QUETZALCOATL, IZTAPALAPA",DESARROLLO URBANO QUETZALCOATL  II,IZTAPALAPA,19.3288109,-99.0460533
SULIM,Preescolar,MATUTINO,Particular,ESTADO DE BAJA CALIFORNIA MZ. 24 LT. 2,"ESTADO DE BAJA CALIFORNIA MZ. 24 LT. 2, BUENAVISTA, IZTAPALAPA",NA,NA,NA,NA
CALMECAC,Preescolar,MATUTINO,Particular,SAN MARCOS NO. 29,"SAN MARCOS NO. 29, SANTA MARIA DEL MONTE, IZTAPALAPA",SANTA MARIA DEL MONTE,IZTAPALAPA,19.3531517,-99.0886692
